0,-2.26175714847243,-3.64476187594699,-3.98056830738816
0.05,-2.12065667917416,-3.41420123677591,-3.8381391452277
0.1,-1.99452430434508,-3.21404147864672,-3.70711927449208
0.15,-1.88033701169017,-3.03674861110597,-3.58500405121631
0.2,-1.77577368370353,-2.87689373467281,-3.46978899669299
0.25,-1.6790148219445,-2.73043431651948,-3.35982376602072
0.3,-1.58860596747387,-2.59426477532391,-3.25370790808452
0.35,-1.50336214993287,-2.46592399857773,-3.15021346280531
0.4,-1.42229942044805,-2.34339751303748,-3.04822469800517
0.45,-1.34458463037454,-2.22497816100158,-2.94668834920648
0.5,-1.26949769695645,-2.10916332611894,-2.84456946888048
0.55,-1.19640250006949,-1.99457467414784,-2.7408088760376
0.6,-1.1247237535987,-1.8798908200378,-2.63427844157023
0.65,-1.05392796001117,-1.76378571208223,-2.52373010781563
0.7,-0.983507044219971,-1.64486653068034,-2.40773354055711
0.75,-0.912963565275897,-1.52160481180471,-2.28459539709575
0.8,-0.841796575440193,-1.39225329909647,-2.15224985245011
0.85,-0.769487264695388,-1.25473836626842,-2.00810427927443
0.9,-0.695483505994987,-1.10651294459732,-1.84881395322606
0.95,-0.61918229879738,-0.944346152408588,-1.66994166226016
1,-0.539908876062155,-0.764010100140161,-1.46542454374196
